place_id,title,address,maps_url,review_url,street,categories,services,labels,phone,review_count,rating,latitude,longitude,website,claimed,opening_hours,menu_link,booking_link,table_order_link,latest_post,municipality
"ChIJZXvzUfgDGTkR1nBaD_odswA","Abid Computerised Vehicle Tune Up","F8H5+FQG, Block N Model Town, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=50416980667822294","https://search.google.com/local/reviews?placeid=ChIJZXvzUfgDGTkR1nBaD_odswA&q=auto+repair+shop+lahore&authuser=0&hl=en","F8H5+FQG","Mechanic","Onsite services","Service options: Onsite services; Payments: Credit cards, Debit cards, NFC mobile payments","03008109402",645,4.6,31.4786875,74.3094375,,"FALSE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: 11 AM–4 PM, Monday: 9 AM–8 PM",,,,,"Block N Model Town"
"ChIJ2zXMuq8FGTkRqJXGXkJVkJM","Bismillah Auto Workshop","65 Katcha Ferozpur Rd, Jinnah Town, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=10633092463768016296","https://search.google.com/local/reviews?placeid=ChIJ2zXMuq8FGTkRqJXGXkJVkJM&q=auto+repair+shop+lahore&authuser=0&hl=en","65 Katcha Ferozpur Rd","Car repair and maintenance service","Onsite services","Service options: Onsite services; Accessibility: Wheelchair accessible entrance","03214604764",8,5,31.542635299999997,74.3161282,,"TRUE","Tuesday: 9 AM–10 PM, Wednesday: 9 AM–10 PM, Thursday: 9 AM–10 PM, Friday: 9 AM–10 PM, Saturday: 9 AM–10 PM, Sunday: Closed, Monday: 9 AM–10 PM",,,,,"Jinnah Town"
"ChIJrUVI69sPGTkRykgyuj6vvcA","Saeed sons Auto solution","Service Road, Leel Block A H.B.F.C Society, Lahore, Pakistan","https://www.google.com/maps?cid=13888449509827168458","https://search.google.com/local/reviews?placeid=ChIJrUVI69sPGTkRykgyuj6vvcA&q=auto+repair+shop+lahore&authuser=0&hl=en","Service Road","Auto repair shop",,"Offerings: Oil change; Amenities: Mechanic","03238484629",4,4.8,31.4528854,74.4099719,,"TRUE","Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 9 AM–6 PM, Sunday: 9 AM–6 PM, Monday: 9 AM–6 PM",,,,,"Leel Block A H.B.F.C Society"
"ChIJRUhUl6YEGTkRRyWJ5-WDaYk","Universal Autos","11A, Near Tamaseel Centre, Ferozpur Rd Mozang Chungi, Shadman, Lahore, 54610, Pakistan","https://www.google.com/maps?cid=9901590279206020423","https://search.google.com/local/reviews?placeid=ChIJRUhUl6YEGTkRRyWJ5-WDaYk&q=auto+repair+shop+lahore&authuser=0&hl=en","11A, Near Tamaseel Centre, Ferozpur Rd Mozang Chungi","Auto repair shop","Onsite services","Service options: Onsite services; Accessibility: Wheelchair accessible entrance, Wheelchair accessible restroom; Amenities: Mechanic, Restroom; Payments: Debit cards, Credit cards","03009412480",82,4,31.544922399999997,74.3171193,,"TRUE","Tuesday: 9 AM–10 PM, Wednesday: 9 AM–10 PM, Thursday: 9 AM–10 PM, Friday: 9 AM–10 PM, Saturday: 9 AM–10 PM, Sunday: 9 AM–10 PM, Monday: 9 AM–10 PM",,,,,"Shadman"
"ChIJ32h_wuMBGTkRy038QIkhtF0","Xpert auto Repair Workshop","876, Block R1, Block R Block R 1 Phase 2 Johar Town, Lahore, 54782, Pakistan","https://www.google.com/maps?cid=6752058614719729099","https://search.google.com/local/reviews?placeid=ChIJ32h_wuMBGTkRy038QIkhtF0&q=auto+repair+shop+lahore&authuser=0&hl=en","876, Block R1","Auto repair shop",,"Accessibility: Wheelchair accessible parking lot, Wheelchair accessible entrance; Amenities: Mechanic","03154255355",4,5,31.459871,74.2727254,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Block R Block R 1 Phase 2 Johar Town"
"ChIJ7ftMsW4BGTkRr_cpJUfQd8c","PROFIX GARAGE","E5-C, Street no 2, Bedian Rd, Sadaat Town Cantt, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=14373185739760990127","https://search.google.com/local/reviews?placeid=ChIJ7ftMsW4BGTkRr_cpJUfQd8c&q=auto+repair+shop+lahore&authuser=0&hl=en","E5-C, Street no 2, Bedian Rd","Car repair and maintenance service","Onsite services","Service options: Onsite services; Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot","03212666674",125,4.6,31.4712048,74.4268598,,"TRUE","Tuesday: 10 AM–7:30 PM, Wednesday: 10 AM–7:30 PM, Thursday: 10 AM–7:30 PM, Friday: 10 AM–7:30 PM, Saturday: 10 AM–7:30 PM, Sunday: Closed, Monday: 10 AM–7:30 PM",,,,,"Sadaat Town Cantt"
"ChIJBbpgUQD_GDkRMdg9JBLJXqQ","Zayan autos workshop","Jalyana market, Block N Gulberg III, Lahore, Pakistan","https://www.google.com/maps?cid=11844125149785610289","https://search.google.com/local/reviews?placeid=ChIJBbpgUQD_GDkRMdg9JBLJXqQ&q=auto+repair+shop+lahore&authuser=0&hl=en","Jalyana market","Car repair and maintenance service",,"","03216167922",3,4.7,31.5203696,74.35874729999999,,"TRUE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: 9 AM–8 PM, Monday: 9 AM–8 PM",,,,,"Block N Gulberg III"
"ChIJyfeSMnv_GDkRYkpb5f5zqu8","Rao Tariq Auto Repar electrician & Car AC Repar","BM auto wark shop Bharea, gat numbar 1, Jilyana, Lahore, 53720, Pakistan","https://www.google.com/maps?cid=17269743259712440930","https://search.google.com/local/reviews?placeid=ChIJyfeSMnv_GDkRYkpb5f5zqu8&q=auto+repair+shop+lahore&authuser=0&hl=en","BM auto wark shop Bharea, gat numbar 1","Auto repair shop",,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot; Amenities: Mechanic","03444318824",60,5,31.3923927,74.1885609,,"TRUE","Tuesday: 10 AM–8 PM, Wednesday: 10 AM–8 PM, Thursday: 10 AM–8 PM, Friday: Closed, Saturday: 10 AM–8 PM, Sunday: 10 AM–8 PM, Monday: 10 AM–8:30 PM",,,,,"Jilyana"
"ChIJPYDi8PsDGTkRo-2_rQrYrz8","Mashallah Auto Workshop","Moon Market Civic Centre, Qazi Isa Rd, Block C1, Faisal Town, Commercial Area Faisal Town, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=4589124085690133923","https://search.google.com/local/reviews?placeid=ChIJPYDi8PsDGTkRo-2_rQrYrz8&q=auto+repair+shop+lahore&authuser=0&hl=en","Moon Market Civic Centre, Qazi Isa Rd, Block C1, Faisal Town","Auto repair shop",,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot; Amenities: Mechanic","03009426079",32,4.2,31.4753364,74.3049339,,"FALSE","Tuesday: 10 AM–11 PM, Wednesday: 10 AM–11 PM, Thursday: 10 AM–11 PM, Friday: 10 AM–11 PM, Saturday: 10 AM–11 PM, Sunday: Closed, Monday: 10 AM–11 PM",,,,,"Civic Center Commercial Area Faisal Town"
"ChIJZ9jDVGcBGTkRr_-Ffi-rsLs","Ali Rehman Auto Workshop","17, Block A Naz Town, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=13524497901468123055","https://search.google.com/local/reviews?placeid=ChIJZ9jDVGcBGTkRr_-Ffi-rsLs&q=auto+repair+shop+lahore&authuser=0&hl=en","17","Mechanic",,"","03060651667",14,4.6,31.4041529,74.26692299999999,,"TRUE","Tuesday: 8:30 AM–9:30 PM, Wednesday: 8:30 AM–9:30 PM, Thursday: 8:30 AM–9:30 PM, Friday: Closed, Saturday: 8:30 AM–9:30 PM, Sunday: 8:30 AM–9:30 PM, Monday: 8:30 AM–9:30 PM",,,,,"Block A Naz Town"
"ChIJI412oUQFGTkRkBukSaVNMX8","Mirza Auto HONDA Workshop 2","H no 30, 93 Gurumangat Rd opposite Gas office Gulberg Gulburg, 3, Block A 2 Gulberg III, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=9165192088976104336","https://search.google.com/local/reviews?placeid=ChIJI412oUQFGTkRkBukSaVNMX8&q=auto+repair+shop+lahore&authuser=0&hl=en","H no 30, 93 Gurumangat Rd opposite Gas office Gulberg Gulburg, 3","Motorcycle repair shop",,"Amenities: Mechanic","03334266397",1,5,31.5102093,74.3572238,,"TRUE","Tuesday: 9:30 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: Closed, Monday: 9 AM–8 PM",,,,,"Gurumangat Block A 2 Gulberg III"
"ChIJ-UcN2p6rGTkRPYANvcsRhoA","Al Qayyum Twins Auto workshop","Adda plot Near lake city geat, Raiwind Rd, Lahore, Pakistan","https://www.google.com/maps?cid=9261109250481815613","https://search.google.com/local/reviews?placeid=ChIJ-UcN2p6rGTkRPYANvcsRhoA&q=auto+repair+shop+lahore&authuser=0&hl=en","Adda plot Near lake city geat, Raiwind Rd","Auto repair shop",,"Amenities: Mechanic","03094354347",17,4.9,31.3581257,74.235406,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,
"ChIJ8V1GQQD_GDkRgvtSX3u9CnI","IK auto workshop","95RQ+M64, Carigar Restomods St, Lahore, Pakistan","https://www.google.com/maps?cid=8217588807668792194","https://search.google.com/local/reviews?placeid=ChIJ8V1GQQD_GDkRgvtSX3u9CnI&q=auto+repair+shop+lahore&authuser=0&hl=en","95RQ+M64, Carigar Restomods St","Auto repair shop",,"Amenities: Mechanic","03117992002",43,5,31.3916611,74.1880363,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,
"ChIJUfewgwj_GDkRyzNEgH60zlA","PUNJAB AUTOS WORKSHOP","18- A block Mohlanwal Road, Mohlanwal Scheme Block A society, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=5822789823647462347","https://search.google.com/local/reviews?placeid=ChIJUfewgwj_GDkRyzNEgH60zlA&q=auto+repair+shop+lahore&authuser=0&hl=en","18- A block Mohlanwal Road","Auto repair shop","Onsite services","Service options: Onsite services; Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot; Offerings: Oil change; Amenities: Mechanic, Restroom; Planning: Appointment required; Payments: Cash-only","03005556505",32,4.6,31.400736199999997,74.17593049999999,,"TRUE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–10 PM, Saturday: 9 AM–8 PM, Sunday: 9 AM–8 PM, Monday: 9 AM–8 PM",,,,,"Mohlanwal Scheme Block A society"
"ChIJ1xVpYcIDGTkRtW3IIZEUgW4","SS Auto Workshop & Oil Change Shop","Multan Rd, near Canal View, Station Canal View, Lahore, 54790, Pakistan","https://www.google.com/maps?cid=7962668229737344437","https://search.google.com/local/reviews?placeid=ChIJ1xVpYcIDGTkRtW3IIZEUgW4&q=auto+repair+shop+lahore&authuser=0&hl=en","Multan Rd, near Canal View","Car repair and maintenance service",,"",,1,5,31.4810569,74.2501587,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Station Canal View"
"ChIJW_JV9jgFGTkRgteYJTC7BKE","Bilal autos Gulberg Lahore","Main Market, St 35, Canal Park Main Market, Lahore, 54660, Pakistan","https://www.google.com/maps?cid=11602604355476838274","https://search.google.com/local/reviews?placeid=ChIJW_JV9jgFGTkRgteYJTC7BKE&q=auto+repair+shop+lahore&authuser=0&hl=en","Main Market, St 35","Auto repair shop",,"Amenities: Mechanic","03220847582",7,5,31.5249341,74.3446924,,"TRUE","Tuesday: 9 AM–10 PM, Wednesday: 9 AM–10 PM, Thursday: 9 AM–10 PM, Friday: 9 AM–10 PM, Saturday: 9 AM–10 PM, Sunday: 9 AM–5 PM, Monday: 9 AM–10 PM",,,,,"Canal Park Main Market"
"ChIJn_KUFwAFGTkRYbUWL_OwZ24","Atif Auto Repair Shop","20-A Sultan Ahmed Rd, Ichhra Lahore, 54000, Pakistan","https://www.google.com/maps?cid=7955521825286829409","https://search.google.com/local/reviews?placeid=ChIJn_KUFwAFGTkRYbUWL_OwZ24&q=auto+repair+shop+lahore&authuser=0&hl=en","20-A Sultan Ahmed Rd","Auto repair shop",,"Amenities: Mechanic","03234699519",1,5,31.5285211,74.3193521,,"FALSE","",,,,,"Ichhra"
"ChIJ9U9jNxMHGTkR7H93fjTTXok","Mian Usman Auto Workshop","F93H+VXV, Shanghai Rd, DHA Phase 4 KK Block Bahadrabad, Lahore, Pakistan","https://www.google.com/maps?cid=9898581253420449772","https://search.google.com/local/reviews?placeid=ChIJ9U9jNxMHGTkR7H93fjTTXok&q=auto+repair+shop+lahore&authuser=0&hl=en","F93H+VXV, Shanghai Rd","Auto repair shop",,"Amenities: Mechanic","03214554521",2,5,31.454729699999998,74.3799701,,"FALSE","Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: Closed, Monday: 9 AM–9 PM",,,,,"DHA Phase 4 KK Block Bahadrabad"
"ChIJxbb_3xgFGTkRyAC-7qEASPE","M. Asif Auto Workshop","32 N, Industrial Area Gulberg 2, Block N Gulberg III, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=17386147056958963912",,"32 N, Industrial Area Gulberg 2","Auto bodywork mechanic",,"","03244113246",,,31.521685299999998,74.3574806,,"TRUE","Tuesday: 9 AM–10 PM, Wednesday: 9 AM–10 PM, Thursday: 9 AM–10 PM, Friday: 9 AM–10 PM, Saturday: 9 AM–10 PM, Sunday: 9 AM–10 PM, Monday: 9 AM–10 PM",,,,,"Jinnah Park Block N Gulberg III"
"ChIJ93sqdogBGTkRb1LtBa87XdM","Faizan e Madinah Auto workshop","24 / R1 Samsani Rd, Block R 1 Block A Johar Town, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=15230395137741640303","https://search.google.com/local/reviews?placeid=ChIJ93sqdogBGTkRb1LtBa87XdM&q=auto+repair+shop+lahore&authuser=0&hl=en","24 / R1 Samsani Rd","Auto repair shop","Onsite services","Service options: Onsite services; Accessibility: Wheelchair accessible parking lot; Amenities: Mechanic; Planning: Appointment required","03227874864",14,4.4,31.457576999999997,74.2773082,,"TRUE","Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9:30 PM, Thursday: 9 AM–9:30 PM, Friday: 9–9:30 AM, Saturday: 9 AM–9:30 PM, Sunday: Closed, Monday: 9 AM–9 PM",,,,,"Block R 1 Block A Johar Town"
"ChIJeS4aQvb_GDkRGLRxmC4qvfw","Azeem Auto Workshop","Fazal Market, Bahria Aa Block Sector D town, Lahore, 53720, Pakistan","https://www.google.com/maps?cid=18211758847770604568","https://search.google.com/local/reviews?placeid=ChIJeS4aQvb_GDkRGLRxmC4qvfw&q=auto+repair+shop+lahore&authuser=0&hl=en","Fazal Market","Auto repair shop, Auto air conditioning service, Auto electrical service, Auto parts store",,"Amenities: Mechanic, Restroom; Planning: Appointments recommended; Payments: Debit cards, Credit cards","03251642316",31,4.8,31.376141099999998,74.1695793,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Bahria Aa Block Sector D town"
"ChIJTyhgT2QDGTkRJabOX0PG95E","Dr Auto Workshop & Oil Store","H72C+7Q4, ‏Main Blvd Gulshan-e-Ravi, Sanda Bhatiyan Block K Gulshan-e-Ravi, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=10518093447419569701","https://search.google.com/local/reviews?placeid=ChIJTyhgT2QDGTkRJabOX0PG95E&q=auto+repair+shop+lahore&authuser=0&hl=en","H72C+7Q4, ‏Main Blvd Gulshan-e-Ravi","Auto repair shop",,"Amenities: Mechanic","03222228892",2,5,31.5506624,74.2719127,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Sanda Bhatiyan Block K Gulshan-e-Ravi"
"ChIJKbxysWQBGTkRIudN6AqLI4g","Car Care","Shop # 26, Samsani Rd, Block R 1 Phase 2 Johar Town, Lahore, 54782, Pakistan","https://www.google.com/maps?cid=9809837292306425634","https://search.google.com/local/reviews?placeid=ChIJKbxysWQBGTkRIudN6AqLI4g&q=auto+repair+shop+lahore&authuser=0&hl=en","Shop # 26, Samsani Rd","Auto repair shop",,"Amenities: Mechanic","03366673332",39,4.1,31.4587428,74.2773979,"http://icarcares.com/","FALSE","Tuesday: 8 AM–10 PM, Wednesday: 8 AM–10 PM, Thursday: 8 AM–10 PM, Friday: 8 AM–10 PM, Saturday: 8 AM–10 PM, Sunday: Closed, Monday: 8 AM–10 PM",,,,,"Block R 1 Phase 2 Johar Town"
"ChIJzzEfTqUBGTkRDE_UY2_op0w","Maqbool auto workshop car Ac","1, Eaden residential, Missile chauk, 26 Phase, Block B Nasheman-e-Iqbal Phase 2, Lahore, 05401, Pakistan","https://www.google.com/maps?cid=5523639033107074828","https://search.google.com/local/reviews?placeid=ChIJzzEfTqUBGTkRDE_UY2_op0w&q=auto+repair+shop+lahore&authuser=0&hl=en","1, Eaden residential, Missile chauk, 26 Phase","Car battery store",,"","03034463519",3,5,31.4034694,74.2771152,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Block B Nasheman-e-Iqbal Phase 2"
"ChIJ89r20VEFGTkR80bnhR-OfZA","Sultan Autos Workshop & Detailing Spa","Sultan autos workshop, G8VF+H92, Unnamed Road, Jubilee Town, Lahore, Punjab 54000, Jail Rd, behind natonal, Jinnah Town, Lahore, 74000, Pakistan","https://www.google.com/maps?cid=10411634179592111859","https://search.google.com/local/reviews?placeid=ChIJ89r20VEFGTkR80bnhR-OfZA&q=auto+repair+shop+lahore&authuser=0&hl=en","Sultan autos workshop, G8VF+H92, Unnamed Road, Jubilee Town, Lahore, Punjab 54000, Jail Rd, behind natonal","Auto repair shop, Auto body shop, Auto painting, Car repair and maintenance service, Car detailing service",,"","04237424455",6,4.2,31.5439375,74.3234375,,"TRUE","Tuesday: 9:30 AM–8 PM, Wednesday: 9:30 AM–8 PM, Thursday: 9:30 AM–8 PM, Friday: 9:30 AM–8 PM, Saturday: 9:30 AM–8 PM, Sunday: Closed, Monday: 9:30 AM–8 PM",,,,,"Jinnah Town"
"ChIJfUQXGgBVGDkRgCo10-yHenk","92 Auto Workshop","Shami Auto Market, Lahore – Kasur Rd, Gulshan Yaseen Colony, Lahore, Pakistan","https://www.google.com/maps?cid=8753458276973488768","https://search.google.com/local/reviews?placeid=ChIJfUQXGgBVGDkRgCo10-yHenk&q=auto+repair+shop+lahore&authuser=0&hl=en","Shami Auto Market, Lahore – Kasur Rd","Car repair and maintenance service",,"","03464425179",3,5,31.4432087,74.3558637,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Gulshan Yaseen Colony"
"ChIJDfpiFvkDGTkR4tuXFlcqxCU","Nasir Car Mechanic works","Kotha Pind Block B Faisal Town, Lahore, Pakistan","https://www.google.com/maps?cid=2721346628368194530","https://search.google.com/local/reviews?placeid=ChIJDfpiFvkDGTkR4tuXFlcqxCU&q=auto+repair+shop+lahore&authuser=0&hl=en",,"Car repair and maintenance service",,"Offerings: Oil change","03004381574",51,4,31.4766642,74.3077279,,"TRUE","Tuesday: 10 AM–12 AM, Wednesday: 10 AM–12 AM, Thursday: 10 AM–12 AM, Friday: 10 AM–12 AM, Saturday: 10 AM–12 AM, Sunday: Closed, Monday: 10 AM–12 AM",,,,,"Kotha Pind Block B Faisal Town"
"ChIJd3xeH1wBGTkR0DfiouBc_hw","SS Auto Care workshop","15 R Shah Alam Rd, Block R Phase 2 Johar Town, Lahore, 38000, Pakistan","https://www.google.com/maps?cid=2089209397021652944","https://search.google.com/local/reviews?placeid=ChIJd3xeH1wBGTkR0DfiouBc_hw&q=auto+repair+shop+lahore&authuser=0&hl=en","15 R Shah Alam Rd","Auto repair shop",,"Amenities: Mechanic","03004618542",10,5,31.4594863,74.2686776,,"TRUE","",,,,,"Block R Phase 2 Johar Town"
"ChIJMb145REBGTkRm-A0UgI5UA8","Imran & Wasim Auto Workshop car Ac Service","gate no 2 Jaranwala road, Al Rehman Garden Phase 2, Lahore, 05499, Pakistan","https://www.google.com/maps?cid=1103444590837686427","https://search.google.com/local/reviews?placeid=ChIJMb145REBGTkRm-A0UgI5UA8&q=auto+repair+shop+lahore&authuser=0&hl=en","gate no 2 Jaranwala road","Auto repair shop",,"Amenities: Mechanic","03111426337",6,5,31.6000594,74.2291707,,"TRUE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Al Rehman Garden Phase 2"
"ChIJM6wi_lAFGTkRUdsSirV_qMQ","Mashallah auto workshop and Car wash","17/3, near Sartaj Masjid, Block N Gulberg III, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=14170716645203565393","https://search.google.com/local/reviews?placeid=ChIJM6wi_lAFGTkRUdsSirV_qMQ&q=auto+repair+shop+lahore&authuser=0&hl=en","17/3, near Sartaj Masjid","Auto repair shop",,"Amenities: Mechanic","03214588295",4,3.8,31.5243105,74.3568299,,"TRUE","",,,,,"Block N Gulberg III"
"ChIJn3i6erEHGTkRDG6Ly0i7s38","AL KARAMAT AUTO WORKSHOP","18-4-D2, near PULLI STOP, GREEN Sector D 2 Block 4 TOWN, Lahore, 54700, Pakistan","https://www.google.com/maps?cid=9201904384975007244","https://search.google.com/local/reviews?placeid=ChIJn3i6erEHGTkRDG6Ly0i7s38&q=auto+repair+shop+lahore&authuser=0&hl=en","18-4-D2, near PULLI STOP","Auto repair shop",,"Amenities: Mechanic","03034841818",9,5,31.4368663,74.3132687,,"TRUE","Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: Closed, Monday: 9 AM–9 PM",,,,,"GREEN Sector D 2 Block 4 TOWN"
"ChIJ7eN6zuwDGTkR9HDZxOJa_CE","Moon Auto WorkShop","Main Buleword Marghzar Road, Multan Rd, opposite N Block, Awan Town, Lahore, Pakistan","https://www.google.com/maps?cid=2448932227394400500","https://search.google.com/local/reviews?placeid=ChIJ7eN6zuwDGTkR9HDZxOJa_CE&q=auto+repair+shop+lahore&authuser=0&hl=en","Main Buleword Marghzar Road, Multan Rd, opposite N Block","Auto repair shop","Onsite services","Service options: Onsite services; Amenities: Mechanic; Payments: Credit cards, NFC mobile payments","03054399792",11,4.5,31.5129877,74.2582388,,"TRUE","Tuesday: 7 AM–1 AM, Wednesday: 7 AM–1 AM, Thursday: 7 AM–1 AM, Friday: 7 AM–1 AM, Saturday: 7 AM–1 AM, Sunday: 7 AM–1 AM, Monday: 7 AM–1 AM",,,,,"Awan Town"
"ChIJl_7tafIHGTkRo2O_YuE9taY","Chishti auto workshop","C8HQ+4CM, Defence Rd, Sherwani Town, Lahore, 58000, Pakistan","https://www.google.com/maps?cid=12012575619314312099","https://search.google.com/local/reviews?placeid=ChIJl_7tafIHGTkRo2O_YuE9taY&q=auto+repair+shop+lahore&authuser=0&hl=en","C8HQ+4CM, Defence Rd","Auto repair shop, Car dealer, Machine maintenance service",,"Amenities: Mechanic","03004907016",3,5,31.427826399999997,74.3385559,,"FALSE","Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours, Monday: Open 24 hours",,,,,"Sherwani Town"
"ChIJ-Uqh4V4FGTkR85fqDBEllA0","Sulehry Motors and Auto Workshop","park, E-100, main Bedian Rd, Ali View Garden Ali View, Lahore, Pakistan","https://www.google.com/maps?cid=978447774207612915","https://search.google.com/local/reviews?placeid=ChIJ-Uqh4V4FGTkR85fqDBEllA0&q=auto+repair+shop+lahore&authuser=0&hl=en","park, E-100, main Bedian Rd","Car repair and maintenance service",,"Offerings: Oil change","03277890670",5,4.2,31.4958083,74.4006897,,"TRUE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: 9 AM–8 PM, Monday: 9 AM–8 PM",,,,,"Ali View Garden Ali View"
"ChIJl8DctpMDGTkRXlRxh_qA_vk","Shafiq Auto Engineering Works","Shop # 4, 168 Main Multan Rd, opposite Lyric Road, Samanabad Town, Lahore, 54000, Pakistan","https://www.google.com/maps?cid=18013977373031093342","https://search.google.com/local/reviews?placeid=ChIJl8DctpMDGTkRXlRxh_qA_vk&q=auto+repair+shop+lahore&authuser=0&hl=en","Shop # 4, 168 Main Multan Rd, opposite Lyric Road","Engine rebuilding service, Auto spring shop, Machine repair service, Small engine repair service",,"","03008031276",6,5,31.5352078,74.29018099999999,,"TRUE","Tuesday: 9 AM–8 PM, Wednesday: 9 AM–8 PM, Thursday: 9 AM–8 PM, Friday: 9 AM–8 PM, Saturday: 9 AM–8 PM, Sunday: Closed, Monday: 9 AM–8 PM",,,,,"Samanabad Town"
"ChIJH8YJX4cPGTkRIxoKDhrRh_0","Airworx air suspension","HCCF+H8P, Harbanspura, Lahore, Pakistan","https://www.google.com/maps?cid=18268800323286604323","https://search.google.com/local/reviews?placeid=ChIJH8YJX4cPGTkRIxoKDhrRh_0&q=auto+repair+shop+lahore&authuser=0&hl=en","HCCF+H8P","Auto repair shop",,"Amenities: Mechanic","03320008005",5,4.2,31.5726664,74.4295614,,"FALSE","Tuesday: 9 PM–12 AM, Wednesday: 9 PM–12 AM, Thursday: 9 PM–12 AM, Friday: 9 PM–12 AM, Saturday: 9 PM–12 AM, Sunday: 12 AM–8 PM, Monday: 9 PM–12 AM",,,,,"Harbanspura"
"ChIJ8-COnvIBGTkRIBP_4O76UO0","Al Madina Auto Motor Workshop","143 College Rd, Block E Audit and Accounts Housing Society, Lahore, 54770, Pakistan","https://www.google.com/maps?cid=17100443689009746720","https://search.google.com/local/reviews?placeid=ChIJ8-COnvIBGTkRIBP_4O76UO0&q=auto+repair+shop+lahore&authuser=0&hl=en","143 College Rd","Mechanic, Auto bodywork mechanic, Auto electrical service, Auto painting",,"","03016111679",19,4.7,31.399689199999997,74.2688041,,"TRUE","Tuesday: 8 AM–8:30 PM, Wednesday: 8 AM–8:30 PM, Thursday: 8 AM–8:30 PM, Friday: 8 AM–8:30 PM, Saturday: 8 AM–8:30 PM, Sunday: 8 AM–8:30 PM, Monday: 8 AM–8:30 PM",,,,,"Block E Audit and Accounts Housing Society"
